Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
B-25604,2018-04-03,2018-04-08,Standard Express,IND-CUST-1003,Divsha,Consumer,India,Jaipur,Rajasthan,302001,North,IND-PRD-10017,Clothing,T-shirt,T-shirt - Grade Premium,975.0,2,0.1,204.0
B-25604,2018-04-03,2018-04-04,BlueDart Express,IND-CUST-1003,Divsha,Corporate,India,Jaipur,Rajasthan,302001,North,IND-PRD-10018,Clothing,Saree,Saree - Grade A,2355.0,9,0.05,60.0
B-25605,2018-04-05,2018-04-09,Same Day Delivery,IND-CUST-1004,Kasheen,Corporate,India,Kolkata,West Bengal,700001,East,IND-PRD-10019,Clothing,Saree,Saree - Grade A,1125.0,7,0.15,0.0
B-25606,2018-04-06,2018-04-08,BlueDart Express,IND-CUST-1005,Hazel,Consumer,India,Bangalore,Karnataka,560001,South,IND-PRD-10020,Clothing,Shirt,Shirt - Grade Standard,1305.0,2,0.05,48.0
B-25607,2018-04-06,2018-04-11,Standard Express,IND-CUST-1006,Sonakshi,Consumer,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10021,Clothing,Leggings,Leggings - Grade A,750.0,4,0.1,180.0
B-25608,2018-04-08,2018-04-12,Standard Express,IND-CUST-1007,Aarushi,Consumer,India,Chennai,Tamil Nadu,600001,South,IND-PRD-10022,Furniture,Tables,Tables - Grade B,20460.0,5,0.0,-22368.0
B-25608,2018-04-08,2018-04-09,India Post Parcel,IND-CUST-1007,Aarushi,Consumer,India,Chennai,Tamil Nadu,600001,South,IND-PRD-10023,Furniture,Chairs,Chairs - Grade Standard,7140.0,3,0.15,0.0
B-25608,2018-04-08,2018-04-09,Standard Express,IND-CUST-1007,Aarushi,Corporate,India,Chennai,Tamil Nadu,600001,South,IND-PRD-10024,Clothing,Hankerchief,Hankerchief - Grade Standard,3855.0,5,0.1,276.0
B-25608,2018-04-08,2018-04-11,BlueDart Express,IND-CUST-1007,Aarushi,Consumer,India,Chennai,Tamil Nadu,600001,South,IND-PRD-10025,Electronics,Printers,Printers - Grade Premium,12840.0,6,0.0,4620.0
B-25609,2018-04-09,2018-04-12,Standard Express,IND-CUST-1008,Jitesh,Consumer,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10026,Electronics,Electronic Games,Electronic Games - Grade A,7275.0,4,0.0,348.0
B-25609,2018-04-09,2018-04-11,Same Day Delivery,IND-CUST-1008,Jitesh,Consumer,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10027,Clothing,Saree,Saree - Grade A,375.0,4,0.15,-60.0
B-25610,2018-04-09,2018-04-13,BlueDart Express,IND-CUST-1009,Yogesh,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10028,Electronics,Printers,Printers - Grade B,16140.0,4,0.05,-456.0
B-25610,2018-04-09,2018-04-13,Standard Express,IND-CUST-1009,Yogesh,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10029,Clothing,Stole,Stole - Grade Premium,1605.0,4,0.0,-648.0
B-25610,2018-04-09,2018-04-12,Standard Express,IND-CUST-1009,Yogesh,Corporate,India,Patna,Bihar,400001,East,IND-PRD-10030,Electronics,Accessories,Accessories - Grade Premium,1020.0,5,0.25,-660.0
B-25610,2018-04-09,2018-04-13,BlueDart Express,IND-CUST-1009,Yogesh,Small Business,India,Patna,Bihar,400001,East,IND-PRD-10031,Electronics,Printers,Printers - Grade Standard,11715.0,6,0.15,-7128.0
B-25610,2018-04-09,2018-04-13,BlueDart Express,IND-CUST-1009,Yogesh,Corporate,India,Patna,Bihar,400001,East,IND-PRD-10032,Clothing,Saree,Saree - Grade Standard,645.0,3,0.25,0.0
B-25610,2018-04-09,2018-04-10,Standard Express,IND-CUST-1009,Yogesh,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10033,Furniture,Furnishings,Furnishings - Grade Standard,450.0,2,0.05,-60.0
B-25611,2018-04-11,2018-04-14,India Post Parcel,IND-CUST-1010,Anita,Small Business,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10034,Clothing,Saree,Saree - Grade B,2400.0,2,0.05,-708.0
B-25612,2018-04-12,2018-04-17,Standard Express,IND-CUST-1011,Shrichand,Corporate,India,Chandigarh,Punjab,400001,North,IND-PRD-10035,Furniture,Chairs,Chairs - Grade B,3885.0,2,0.2,-660.0
B-25613,2018-04-12,2018-04-15,Standard Express,IND-CUST-1012,Mukesh,Corporate,India,Chandigarh,Haryana,400001,North,IND-PRD-10036,Clothing,Saree,Saree - Grade Standard,24045.0,9,0.1,0.0
B-25614,2018-04-13,2018-04-18,India Post Parcel,IND-CUST-1013,Vandana,Consumer,India,Simla,Himachal Pradesh,400001,Central,IND-PRD-10037,Furniture,Bookcases,Bookcases - Grade Premium,7410.0,4,0.15,648.0
B-25614,2018-04-13,2018-04-14,Standard Express,IND-CUST-1013,Vandana,Consumer,India,Simla,Himachal Pradesh,400001,Central,IND-PRD-10038,Electronics,Electronic Games,Electronic Games - Grade B,1470.0,2,0.0,-144.0
B-25615,2018-04-15,2018-04-17,BlueDart Express,IND-CUST-1014,Bhavna,Consumer,India,Gangtok,Sikkim,400001,Central,IND-PRD-10039,Clothing,Hankerchief,Hankerchief - Grade Premium,1020.0,5,0.05,240.0
B-25616,2018-04-15,2018-04-19,Standard Express,IND-CUST-1015,Kanak,Consumer,India,Goa,Goa,400001,West,IND-PRD-10040,Clothing,Hankerchief,Hankerchief - Grade Premium,630.0,5,0.0,144.0
B-25616,2018-04-15,2018-04-16,Standard Express,IND-CUST-1015,Kanak,Consumer,India,Goa,Goa,400001,West,IND-PRD-10041,Clothing,Stole,Stole - Grade A,1740.0,5,0.0,-672.0
B-25616,2018-04-15,2018-04-19,India Post Parcel,IND-CUST-1015,Kanak,Consumer,India,Goa,Goa,400001,West,IND-PRD-10042,Clothing,Hankerchief,Hankerchief - Grade Standard,330.0,3,0.0,-24.0
B-25616,2018-04-15,2018-04-17,Standard Express,IND-CUST-1015,Kanak,Consumer,India,Goa,Goa,400001,West,IND-PRD-10043,Clothing,Hankerchief,Hankerchief - Grade A,210.0,3,0.0,-24.0
B-25617,2018-04-17,2018-04-19,Same Day Delivery,IND-CUST-1016,Sagar,Corporate,India,Kohima,Nagaland,400001,Central,IND-PRD-10044,Electronics,Electronic Games,Electronic Games - Grade Standard,4575.0,5,0.25,-3240.0
B-25618,2018-04-18,2018-04-19,Standard Express,IND-CUST-1017,Manju,Consumer,India,Hyderabad,Andhra Pradesh,500001,South,IND-PRD-10045,Furniture,Bookcases,Bookcases - Grade Standard,5430.0,1,0.0,1524.0
B-25618,2018-04-18,2018-04-20,Standard Express,IND-CUST-1017,Manju,Consumer,India,Hyderabad,Andhra Pradesh,500001,South,IND-PRD-10046,Clothing,Hankerchief,Hankerchief - Grade Premium,180.0,2,0.1,0.0
B-25619,2018-04-18,2018-04-23,Standard Express,IND-CUST-1018,Ramesh,Small Business,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10047,Clothing,Saree,Saree - Grade Standard,5295.0,8,0.15,1080.0
B-25620,2018-04-20,2018-04-22,BlueDart Express,IND-CUST-1019,Sarita,Small Business,India,Pune,Maharashtra,411001,West,IND-PRD-10048,Electronics,Printers,Printers - Grade Premium,2895.0,1,0.1,552.0
B-25621,2018-04-20,2018-04-24,Standard Express,IND-CUST-1020,Deepak,Corporate,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10049,Electronics,Electronic Games,Electronic Games - Grade Premium,3495.0,5,0.0,-120.0
B-25621,2018-04-20,2018-04-24,Same Day Delivery,IND-CUST-1020,Deepak,Small Business,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10050,Electronics,Electronic Games,Electronic Games - Grade Standard,3420.0,3,0.15,756.0
B-25621,2018-04-20,2018-04-24,BlueDart Express,IND-CUST-1020,Deepak,Consumer,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10051,Electronics,Phones,Phones - Grade Premium,4995.0,3,0.1,-180.0
B-25622,2018-04-22,2018-04-26,India Post Parcel,IND-CUST-1021,Monisha,Small Business,India,Jaipur,Rajasthan,302001,North,IND-PRD-10052,Clothing,Saree,Saree - Grade Premium,8010.0,3,0.15,0.0
B-25623,2018-04-22,2018-04-27,Standard Express,IND-CUST-1022,Atharv,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10053,Clothing,Stole,Stole - Grade Premium,795.0,4,0.15,12.0
B-25623,2018-04-22,2018-04-25,Same Day Delivery,IND-CUST-1022,Atharv,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10054,Clothing,Stole,Stole - Grade B,2370.0,3,0.25,828.0
B-25623,2018-04-22,2018-04-23,Same Day Delivery,IND-CUST-1022,Atharv,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10055,Clothing,Saree,Saree - Grade Premium,2235.0,4,0.1,-1044.0
B-25623,2018-04-22,2018-04-26,Same Day Delivery,IND-CUST-1022,Atharv,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10056,Clothing,Stole,Stole - Grade B,1575.0,2,0.05,240.0
B-25624,2018-04-22,2018-04-24,Same Day Delivery,IND-CUST-1023,Vini,Consumer,India,Bangalore,Karnataka,560001,South,IND-PRD-10057,Clothing,Hankerchief,Hankerchief - Grade B,390.0,3,0.1,144.0
B-25625,2018-04-23,2018-04-27,Same Day Delivery,IND-CUST-1024,Pinky,Corporate,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10058,Clothing,Hankerchief,Hankerchief - Grade Premium,1455.0,2,0.0,348.0
B-25625,2018-04-23,2018-04-25,BlueDart Express,IND-CUST-1024,Pinky,Corporate,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10059,Clothing,Leggings,Leggings - Grade Premium,885.0,3,0.2,360.0
B-25625,2018-04-23,2018-04-25,Standard Express,IND-CUST-1024,Pinky,Corporate,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10060,Clothing,Saree,Saree - Grade B,9525.0,5,0.0,-4188.0
B-25626,2018-04-23,2018-04-27,Standard Express,IND-CUST-1025,Bhishm,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10061,Electronics,Phones,Phones - Grade B,690.0,1,0.05,-168.0
B-25626,2018-04-23,2018-04-28,India Post Parcel,IND-CUST-1025,Bhishm,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10062,Furniture,Chairs,Chairs - Grade Premium,16545.0,3,0.15,-3312.0
B-25627,2018-04-23,2018-04-25,BlueDart Express,IND-CUST-1026,Hitika,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10063,Clothing,Stole,Stole - Grade Premium,825.0,4,0.1,-468.0
B-25628,2018-04-24,2018-04-26,Same Day Delivery,IND-CUST-1027,Pooja,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10064,Clothing,Skirt,Skirt - Grade Standard,675.0,4,0.05,156.0
B-25628,2018-04-24,2018-04-28,BlueDart Express,IND-CUST-1027,Pooja,Corporate,India,Patna,Bihar,400001,East,IND-PRD-10065,Clothing,Saree,Saree - Grade B,360.0,4,0.05,-108.0
B-25628,2018-04-24,2018-04-26,Standard Express,IND-CUST-1027,Pooja,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10066,Furniture,Furnishings,Furnishings - Grade B,525.0,2,0.2,-96.0
B-25629,2018-04-24,2018-04-26,Standard Express,IND-CUST-1028,Hemant,Consumer,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10067,Clothing,Trousers,Trousers - Grade Standard,23400.0,3,0.05,5052.0
B-25630,2018-04-24,2018-04-28,BlueDart Express,IND-CUST-1029,Sahil,Small Business,India,Chandigarh,Punjab,400001,North,IND-PRD-10068,Clothing,Stole,Stole - Grade B,1995.0,5,0.2,144.0
B-25630,2018-04-24,2018-04-28,Standard Express,IND-CUST-1029,Sahil,Consumer,India,Chandigarh,Punjab,400001,North,IND-PRD-10069,Clothing,Kurti,Kurti - Grade A,1710.0,5,0.0,-468.0
B-25630,2018-04-24,2018-04-25,Standard Express,IND-CUST-1029,Sahil,Consumer,India,Chandigarh,Punjab,400001,North,IND-PRD-10070,Electronics,Phones,Phones - Grade B,2145.0,2,0.15,-1548.0
B-25630,2018-04-24,2018-04-29,BlueDart Express,IND-CUST-1029,Sahil,Small Business,India,Chandigarh,Punjab,400001,North,IND-PRD-10071,Clothing,Stole,Stole - Grade Standard,600.0,3,0.15,-84.0
B-25630,2018-04-24,2018-04-29,Standard Express,IND-CUST-1029,Sahil,Corporate,India,Chandigarh,Punjab,400001,North,IND-PRD-10072,Clothing,T-shirt,T-shirt - Grade A,510.0,4,0.0,-264.0
B-25630,2018-04-24,2018-04-26,BlueDart Express,IND-CUST-1029,Sahil,Consumer,India,Chandigarh,Punjab,400001,North,IND-PRD-10073,Clothing,Kurti,Kurti - Grade Premium,630.0,2,0.05,-312.0
B-25631,2018-04-24,2018-04-29,Standard Express,IND-CUST-1030,Ritu,Consumer,India,Chandigarh,Haryana,400001,North,IND-PRD-10074,Furniture,Furnishings,Furnishings - Grade Standard,1335.0,2,0.0,-1068.0
B-25632,2018-04-25,2018-04-27,Same Day Delivery,IND-CUST-1031,Manish,Consumer,India,Simla,Himachal Pradesh,400001,Central,IND-PRD-10075,Clothing,Leggings,Leggings - Grade Standard,285.0,2,0.15,-24.0
B-25633,2018-04-26,2018-04-27,Standard Express,IND-CUST-1032,Amit,Corporate,India,Gangtok,Sikkim,400001,Central,IND-PRD-10076,Electronics,Phones,Phones - Grade Premium,3735.0,4,0.1,-1560.0
B-25633,2018-04-26,2018-04-30,BlueDart Express,IND-CUST-1032,Amit,Consumer,India,Gangtok,Sikkim,400001,Central,IND-PRD-10077,Clothing,Saree,Saree - Grade Standard,10665.0,4,0.1,-96.0
B-25633,2018-04-26,2018-04-30,Standard Express,IND-CUST-1032,Amit,Consumer,India,Gangtok,Sikkim,400001,Central,IND-PRD-10078,Clothing,Trousers,Trousers - Grade B,7440.0,2,0.0,-948.0
B-25634,2018-04-26,2018-04-30,Standard Express,IND-CUST-1033,Sanjay,Small Business,India,Goa,Goa,400001,West,IND-PRD-10079,Furniture,Chairs,Chairs - Grade Premium,5835.0,3,0.0,-996.0
B-25635,2018-04-26,2018-05-01,Standard Express,IND-CUST-1034,Nidhi,Consumer,India,Kohima,Nagaland,400001,Central,IND-PRD-10080,Clothing,Hankerchief,Hankerchief - Grade Standard,600.0,3,0.0,192.0
B-25635,2018-04-26,2018-04-27,BlueDart Express,IND-CUST-1034,Nidhi,Consumer,India,Kohima,Nagaland,400001,Central,IND-PRD-10081,Clothing,Skirt,Skirt - Grade Premium,345.0,2,0.05,24.0
B-25635,2018-04-26,2018-05-01,BlueDart Express,IND-CUST-1034,Nidhi,Consumer,India,Kohima,Nagaland,400001,Central,IND-PRD-10082,Clothing,Saree,Saree - Grade Premium,5730.0,3,0.1,360.0
B-25636,2018-04-26,2018-05-01,Standard Express,IND-CUST-1035,Nishi,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10083,Clothing,Saree,Saree - Grade Premium,9555.0,5,0.2,1356.0
B-25637,2018-04-26,2018-04-27,BlueDart Express,IND-CUST-1036,Ashmi,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10084,Clothing,Shirt,Shirt - Grade A,1755.0,3,0.1,168.0
B-25638,2018-04-26,2018-04-27,Same Day Delivery,IND-CUST-1037,Parth,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10085,Furniture,Bookcases,Bookcases - Grade Standard,2730.0,3,0.05,-132.0
B-25638,2018-04-26,2018-04-27,Same Day Delivery,IND-CUST-1037,Parth,Corporate,India,Pune,Maharashtra,411001,West,IND-PRD-10086,Furniture,Furnishings,Furnishings - Grade A,13200.0,8,0.25,1164.0
B-25638,2018-04-26,2018-04-27,Standard Express,IND-CUST-1037,Parth,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10087,Clothing,Hankerchief,Hankerchief - Grade Standard,2310.0,3,0.15,468.0
B-25638,2018-04-26,2018-04-30,BlueDart Express,IND-CUST-1037,Parth,Consumer,India,Pune,Maharashtra,411001,West,IND-PRD-10088,Electronics,Printers,Printers - Grade B,12240.0,3,0.25,-1152.0
B-25639,2018-04-27,2018-04-30,Standard Express,IND-CUST-1038,Lisha,Consumer,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10089,Electronics,Phones,Phones - Grade B,24435.0,3,0.1,-1836.0
B-25640,2018-04-27,2018-04-30,Standard Express,IND-CUST-1039,Paridhi,Consumer,India,Jaipur,Rajasthan,302001,North,IND-PRD-10090,Clothing,Trousers,Trousers - Grade B,1020.0,2,0.0,-744.0
B-25640,2018-04-27,2018-04-28,India Post Parcel,IND-CUST-1039,Paridhi,Consumer,India,Jaipur,Rajasthan,302001,North,IND-PRD-10091,Clothing,Hankerchief,Hankerchief - Grade Standard,4710.0,13,0.0,-2868.0
B-25640,2018-04-27,2018-04-30,Standard Express,IND-CUST-1039,Paridhi,Consumer,India,Jaipur,Rajasthan,302001,North,IND-PRD-10092,Clothing,Saree,Saree - Grade Premium,1830.0,4,0.15,-564.0
B-25641,2018-04-27,2018-04-30,BlueDart Express,IND-CUST-1040,Parishi,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10093,Furniture,Furnishings,Furnishings - Grade Premium,330.0,1,0.0,-72.0
B-25642,2018-04-28,2018-04-29,BlueDart Express,IND-CUST-1041,Ajay,Consumer,India,Bangalore,Karnataka,560001,South,IND-PRD-10094,Clothing,Shirt,Shirt - Grade A,6510.0,11,0.05,312.0
B-25643,2018-04-29,2018-05-02,BlueDart Express,IND-CUST-1042,Kirti,Corporate,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10095,Furniture,Bookcases,Bookcases - Grade A,15915.0,8,0.1,-432.0
B-25643,2018-04-29,2018-05-04,BlueDart Express,IND-CUST-1042,Kirti,Small Business,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10096,Clothing,Hankerchief,Hankerchief - Grade B,750.0,2,0.1,-528.0
B-25643,2018-04-29,2018-05-01,Standard Express,IND-CUST-1042,Kirti,Corporate,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10097,Clothing,Shirt,Shirt - Grade A,555.0,4,0.1,-276.0
B-25643,2018-04-29,2018-05-01,Standard Express,IND-CUST-1042,Kirti,Small Business,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10098,Electronics,Electronic Games,Electronic Games - Grade Standard,3945.0,2,0.0,-756.0
B-25643,2018-04-29,2018-04-30,BlueDart Express,IND-CUST-1042,Kirti,Consumer,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10099,Electronics,Electronic Games,Electronic Games - Grade Standard,540.0,1,0.05,-84.0
B-25644,2018-04-30,2018-05-04,Standard Express,IND-CUST-1043,Mayank,Small Business,India,Mumbai,Maharashtra,400001,West,IND-PRD-10100,Furniture,Furnishings,Furnishings - Grade A,1140.0,8,0.1,-1104.0
B-25645,2018-05-01,2018-05-02,Standard Express,IND-CUST-1044,Yaanvi,Consumer,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10101,Electronics,Phones,Phones - Grade A,4095.0,4,0.25,-1044.0
B-25645,2018-05-01,2018-05-05,Standard Express,IND-CUST-1044,Yaanvi,Small Business,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10102,Clothing,T-shirt,T-shirt - Grade A,1290.0,4,0.15,0.0
B-25645,2018-05-01,2018-05-03,Standard Express,IND-CUST-1044,Yaanvi,Small Business,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10103,Electronics,Printers,Printers - Grade A,1995.0,1,0.2,-504.0
B-25645,2018-05-01,2018-05-02,Standard Express,IND-CUST-1044,Yaanvi,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10104,Electronics,Phones,Phones - Grade B,2745.0,5,0.15,-792.0
B-25646,2018-05-01,2018-05-06,Standard Express,IND-CUST-1045,Sonal,Small Business,India,Patna,Bihar,400001,East,IND-PRD-10105,Clothing,Saree,Saree - Grade B,300.0,2,0.1,-96.0
B-25647,2018-05-03,2018-05-06,BlueDart Express,IND-CUST-1046,Sharda,Corporate,India,Thiruvananthapuram,Kerala ,400001,Central,IND-PRD-10106,Clothing,Saree,Saree - Grade A,630.0,4,0.0,-72.0
B-25648,2018-05-04,2018-05-08,BlueDart Express,IND-CUST-1047,Aditya,Consumer,India,Chandigarh,Punjab,400001,North,IND-PRD-10107,Electronics,Phones,Phones - Grade Standard,1500.0,1,0.1,-276.0
B-25648,2018-05-04,2018-05-07,Same Day Delivery,IND-CUST-1047,Aditya,Consumer,India,Chandigarh,Punjab,400001,North,IND-PRD-10108,Clothing,T-shirt,T-shirt - Grade B,450.0,1,0.1,156.0
B-25648,2018-05-04,2018-05-07,Standard Express,IND-CUST-1047,Aditya,Corporate,India,Chandigarh,Punjab,400001,North,IND-PRD-10109,Clothing,Saree,Saree - Grade Standard,825.0,4,0.1,-312.0
B-25648,2018-05-04,2018-05-05,Standard Express,IND-CUST-1047,Aditya,Consumer,India,Chandigarh,Punjab,400001,North,IND-PRD-10110,Clothing,Saree,Saree - Grade Premium,1950.0,4,0.05,-492.0
B-25649,2018-05-05,2018-05-08,Standard Express,IND-CUST-1048,Rachna,Corporate,India,Chandigarh,Haryana,400001,North,IND-PRD-10111,Clothing,Stole,Stole - Grade Standard,405.0,2,0.1,-300.0
B-25650,2018-05-06,2018-05-11,BlueDart Express,IND-CUST-1049,Chirag,Small Business,India,Mumbai,Maharashtra,400001,West,IND-PRD-10112,Electronics,Printers,Printers - Grade A,3675.0,2,0.05,-936.0
B-25650,2018-05-06,2018-05-09,BlueDart Express,IND-CUST-1049,Chirag,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10113,Clothing,Saree,Saree - Grade Premium,3165.0,2,0.1,-1260.0
B-25650,2018-05-06,2018-05-07,Standard Express,IND-CUST-1049,Chirag,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10114,Clothing,Saree,Saree - Grade B,465.0,2,0.0,-24.0
B-25650,2018-05-06,2018-05-11,India Post Parcel,IND-CUST-1049,Chirag,Small Business,India,Mumbai,Maharashtra,400001,West,IND-PRD-10115,Clothing,Stole,Stole - Grade B,420.0,2,0.15,-312.0
B-25650,2018-05-06,2018-05-08,Standard Express,IND-CUST-1049,Chirag,Small Business,India,Mumbai,Maharashtra,400001,West,IND-PRD-10116,Clothing,Saree,Saree - Grade Premium,7680.0,5,0.0,-2700.0
B-25650,2018-05-06,2018-05-09,BlueDart Express,IND-CUST-1049,Chirag,Small Business,India,Mumbai,Maharashtra,400001,West,IND-PRD-10117,Electronics,Electronic Games,Electronic Games - Grade Standard,13875.0,5,0.0,-5364.0
B-25650,2018-05-06,2018-05-07,BlueDart Express,IND-CUST-1049,Chirag,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10118,Clothing,Saree,Saree - Grade B,3570.0,2,0.05,240.0
B-25650,2018-05-06,2018-05-08,Same Day Delivery,IND-CUST-1049,Chirag,Small Business,India,Mumbai,Maharashtra,400001,West,IND-PRD-10119,Electronics,Phones,Phones - Grade A,5265.0,8,0.1,-564.0
B-25650,2018-05-06,2018-05-08,BlueDart Express,IND-CUST-1049,Chirag,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10120,Clothing,Trousers,Trousers - Grade Premium,4035.0,3,0.05,1332.0
