Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Days,Year,Month,Month Name,Quarter,Day of Week,Year-Month,Year-Quarter,Profit Margin %,Unit Price,Cost,Cost per Unit,Profitability Category,Discount Level
B-25606,2018-04-06,2018-04-08,BlueDart Express,IND-CUST-1005,Hazel,Consumer,India,Bangalore,Karnataka,560001,South,IND-PRD-10020,Clothing,Shirt,Shirt - Grade Standard,1305.0,2,0.05,48.0,2,2018,4,Apr,Q2,Friday,2018-04,2018-Q2,3.67816091954023,652.5,1257.0,628.5,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25607,2018-04-06,2018-04-11,Standard Express,IND-CUST-1006,Sonakshi,Consumer,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10021,Clothing,Leggings,Leggings - Grade A,750.0,4,0.1,180.0,5,2018,4,Apr,Q2,Friday,2018-04,2018-Q2,24.0,187.5,570.0,142.5,High Margin (>20%),Moderate Discount (1-20%)
B-25608,2018-04-08,2018-04-12,Standard Express,IND-CUST-1007,Aarushi,Consumer,India,Chennai,Tamil Nadu,600001,South,IND-PRD-10022,Furniture,Tables,Tables - Grade B,20460.0,5,0.0,-22368.0,4,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,-109.32551319648094,4092.0,42828.0,8565.6,Loss-Making (<0%),No Discount (0%)
B-25608,2018-04-08,2018-04-09,India Post Parcel,IND-CUST-1007,Aarushi,Consumer,India,Chennai,Tamil Nadu,600001,South,IND-PRD-10023,Furniture,Chairs,Chairs - Grade Standard,7140.0,3,0.15,0.0,1,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,0.0,2380.0,7140.0,2380.0,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25608,2018-04-08,2018-04-09,Standard Express,IND-CUST-1007,Aarushi,Corporate,India,Chennai,Tamil Nadu,600001,South,IND-PRD-10024,Clothing,Hankerchief,Hankerchief - Grade Standard,3855.0,5,0.1,276.0,1,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,7.1595330739299605,771.0,3579.0,715.8,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25608,2018-04-08,2018-04-11,BlueDart Express,IND-CUST-1007,Aarushi,Consumer,India,Chennai,Tamil Nadu,600001,South,IND-PRD-10025,Electronics,Printers,Printers - Grade Premium,12840.0,6,0.0,4620.0,3,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,35.981308411214954,2140.0,8220.0,1370.0,High Margin (>20%),No Discount (0%)
B-25609,2018-04-09,2018-04-12,Standard Express,IND-CUST-1008,Jitesh,Consumer,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10026,Electronics,Electronic Games,Electronic Games - Grade A,7275.0,4,0.0,348.0,3,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,4.783505154639175,1818.75,6927.0,1731.75,Moderate Margin (0-20%),No Discount (0%)
B-25609,2018-04-09,2018-04-11,Same Day Delivery,IND-CUST-1008,Jitesh,Consumer,India,Lucknow,Uttar Pradesh,226001,North,IND-PRD-10027,Clothing,Saree,Saree - Grade A,375.0,4,0.15,-60.0,2,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,-16.0,93.75,435.0,108.75,Loss-Making (<0%),Moderate Discount (1-20%)
B-25610,2018-04-09,2018-04-13,BlueDart Express,IND-CUST-1009,Yogesh,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10028,Electronics,Printers,Printers - Grade B,16140.0,4,0.05,-456.0,4,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,-2.825278810408922,4035.0,16596.0,4149.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25610,2018-04-09,2018-04-13,Standard Express,IND-CUST-1009,Yogesh,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10029,Clothing,Stole,Stole - Grade Premium,1605.0,4,0.0,-648.0,4,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,-40.373831775700936,401.25,2253.0,563.25,Loss-Making (<0%),No Discount (0%)
B-25610,2018-04-09,2018-04-12,Standard Express,IND-CUST-1009,Yogesh,Corporate,India,Patna,Bihar,400001,East,IND-PRD-10030,Electronics,Accessories,Accessories - Grade Premium,1020.0,5,0.25,-660.0,3,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,-64.70588235294117,204.0,1680.0,336.0,Loss-Making (<0%),High Discount (>20%)
B-25610,2018-04-09,2018-04-13,BlueDart Express,IND-CUST-1009,Yogesh,Small Business,India,Patna,Bihar,400001,East,IND-PRD-10031,Electronics,Printers,Printers - Grade Standard,11715.0,6,0.15,-7128.0,4,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,-60.84507042253521,1952.5,18843.0,3140.5,Loss-Making (<0%),Moderate Discount (1-20%)
B-25610,2018-04-09,2018-04-13,BlueDart Express,IND-CUST-1009,Yogesh,Corporate,India,Patna,Bihar,400001,East,IND-PRD-10032,Clothing,Saree,Saree - Grade Standard,645.0,3,0.25,0.0,4,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,0.0,215.0,645.0,215.0,Moderate Margin (0-20%),High Discount (>20%)
B-25610,2018-04-09,2018-04-10,Standard Express,IND-CUST-1009,Yogesh,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10033,Furniture,Furnishings,Furnishings - Grade Standard,450.0,2,0.05,-60.0,1,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,-13.333333333333334,225.0,510.0,255.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25611,2018-04-11,2018-04-14,India Post Parcel,IND-CUST-1010,Anita,Small Business,India,Thiruvananthapuram,Kerala,400001,Central,IND-PRD-10034,Clothing,Saree,Saree - Grade B,2400.0,2,0.05,-708.0,3,2018,4,Apr,Q2,Wednesday,2018-04,2018-Q2,-29.5,1200.0,3108.0,1554.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25612,2018-04-12,2018-04-17,Standard Express,IND-CUST-1011,Shrichand,Corporate,India,Chandigarh,Punjab,400001,North,IND-PRD-10035,Furniture,Chairs,Chairs - Grade B,3885.0,2,0.2,-660.0,5,2018,4,Apr,Q2,Thursday,2018-04,2018-Q2,-16.988416988416986,1942.5,4545.0,2272.5,Loss-Making (<0%),Moderate Discount (1-20%)
B-25613,2018-04-12,2018-04-15,Standard Express,IND-CUST-1012,Mukesh,Corporate,India,Chandigarh,Haryana,400001,North,IND-PRD-10036,Clothing,Saree,Saree - Grade Standard,24045.0,9,0.1,0.0,3,2018,4,Apr,Q2,Thursday,2018-04,2018-Q2,0.0,2671.6666666666665,24045.0,2671.6666666666665,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25614,2018-04-13,2018-04-18,India Post Parcel,IND-CUST-1013,Vandana,Consumer,India,Simla,Himachal Pradesh,400001,Central,IND-PRD-10037,Furniture,Bookcases,Bookcases - Grade Premium,7410.0,4,0.15,648.0,5,2018,4,Apr,Q2,Friday,2018-04,2018-Q2,8.74493927125506,1852.5,6762.0,1690.5,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25614,2018-04-13,2018-04-14,Standard Express,IND-CUST-1013,Vandana,Consumer,India,Simla,Himachal Pradesh,400001,Central,IND-PRD-10038,Electronics,Electronic Games,Electronic Games - Grade B,1470.0,2,0.0,-144.0,1,2018,4,Apr,Q2,Friday,2018-04,2018-Q2,-9.795918367346939,735.0,1614.0,807.0,Loss-Making (<0%),No Discount (0%)
B-25615,2018-04-15,2018-04-17,BlueDart Express,IND-CUST-1014,Bhavna,Consumer,India,Gangtok,Sikkim,400001,Central,IND-PRD-10039,Clothing,Hankerchief,Hankerchief - Grade Premium,1020.0,5,0.05,240.0,2,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,23.52941176470588,204.0,780.0,156.0,High Margin (>20%),Moderate Discount (1-20%)
B-25616,2018-04-15,2018-04-19,Standard Express,IND-CUST-1015,Kanak,Consumer,India,Goa,Goa,400001,West,IND-PRD-10040,Clothing,Hankerchief,Hankerchief - Grade Premium,630.0,5,0.0,144.0,4,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,22.857142857142858,126.0,486.0,97.2,High Margin (>20%),No Discount (0%)
B-25616,2018-04-15,2018-04-16,Standard Express,IND-CUST-1015,Kanak,Consumer,India,Goa,Goa,400001,West,IND-PRD-10041,Clothing,Stole,Stole - Grade A,1740.0,5,0.0,-672.0,1,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,-38.62068965517241,348.0,2412.0,482.4,Loss-Making (<0%),No Discount (0%)
B-25616,2018-04-15,2018-04-19,India Post Parcel,IND-CUST-1015,Kanak,Consumer,India,Goa,Goa,400001,West,IND-PRD-10042,Clothing,Hankerchief,Hankerchief - Grade Standard,330.0,3,0.0,-24.0,4,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,-7.2727272727272725,110.0,354.0,118.0,Loss-Making (<0%),No Discount (0%)
B-25616,2018-04-15,2018-04-17,Standard Express,IND-CUST-1015,Kanak,Consumer,India,Goa,Goa,400001,West,IND-PRD-10043,Clothing,Hankerchief,Hankerchief - Grade A,210.0,3,0.0,-24.0,2,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,-11.428571428571429,70.0,234.0,78.0,Loss-Making (<0%),No Discount (0%)
B-25617,2018-04-17,2018-04-19,Same Day Delivery,IND-CUST-1016,Sagar,Corporate,India,Kohima,Nagaland,400001,Central,IND-PRD-10044,Electronics,Electronic Games,Electronic Games - Grade Standard,4575.0,5,0.25,-3240.0,2,2018,4,Apr,Q2,Tuesday,2018-04,2018-Q2,-70.81967213114754,915.0,7815.0,1563.0,Loss-Making (<0%),High Discount (>20%)
B-25618,2018-04-18,2018-04-19,Standard Express,IND-CUST-1017,Manju,Consumer,India,Hyderabad,Andhra Pradesh,500001,South,IND-PRD-10045,Furniture,Bookcases,Bookcases - Grade Standard,5430.0,1,0.0,1524.0,1,2018,4,Apr,Q2,Wednesday,2018-04,2018-Q2,28.066298342541433,5430.0,3906.0,3906.0,High Margin (>20%),No Discount (0%)
B-25618,2018-04-18,2018-04-20,Standard Express,IND-CUST-1017,Manju,Consumer,India,Hyderabad,Andhra Pradesh,500001,South,IND-PRD-10046,Clothing,Hankerchief,Hankerchief - Grade Premium,180.0,2,0.1,0.0,2,2018,4,Apr,Q2,Wednesday,2018-04,2018-Q2,0.0,90.0,180.0,90.0,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25619,2018-04-18,2018-04-23,Standard Express,IND-CUST-1018,Ramesh,Small Business,India,Ahmedabad,Gujarat,380001,West,IND-PRD-10047,Clothing,Saree,Saree - Grade Standard,5295.0,8,0.15,1080.0,5,2018,4,Apr,Q2,Wednesday,2018-04,2018-Q2,20.396600566572236,661.875,4215.0,526.875,High Margin (>20%),Moderate Discount (1-20%)
B-25620,2018-04-20,2018-04-22,BlueDart Express,IND-CUST-1019,Sarita,Small Business,India,Pune,Maharashtra,411001,West,IND-PRD-10048,Electronics,Printers,Printers - Grade Premium,2895.0,1,0.1,552.0,2,2018,4,Apr,Q2,Friday,2018-04,2018-Q2,19.067357512953368,2895.0,2343.0,2343.0,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25621,2018-04-20,2018-04-24,Standard Express,IND-CUST-1020,Deepak,Corporate,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10049,Electronics,Electronic Games,Electronic Games - Grade Premium,3495.0,5,0.0,-120.0,4,2018,4,Apr,Q2,Friday,2018-04,2018-Q2,-3.4334763948497855,699.0,3615.0,723.0,Loss-Making (<0%),No Discount (0%)
B-25621,2018-04-20,2018-04-24,Same Day Delivery,IND-CUST-1020,Deepak,Small Business,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10050,Electronics,Electronic Games,Electronic Games - Grade Standard,3420.0,3,0.15,756.0,4,2018,4,Apr,Q2,Friday,2018-04,2018-Q2,22.105263157894736,1140.0,2664.0,888.0,High Margin (>20%),Moderate Discount (1-20%)
B-25621,2018-04-20,2018-04-24,BlueDart Express,IND-CUST-1020,Deepak,Consumer,India,Bhopal,Madhya Pradesh,400001,Central,IND-PRD-10051,Electronics,Phones,Phones - Grade Premium,4995.0,3,0.1,-180.0,4,2018,4,Apr,Q2,Friday,2018-04,2018-Q2,-3.6036036036036037,1665.0,5175.0,1725.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25622,2018-04-22,2018-04-26,India Post Parcel,IND-CUST-1021,Monisha,Small Business,India,Jaipur,Rajasthan,302001,North,IND-PRD-10052,Clothing,Saree,Saree - Grade Premium,8010.0,3,0.15,0.0,4,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,0.0,2670.0,8010.0,2670.0,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25623,2018-04-22,2018-04-27,Standard Express,IND-CUST-1022,Atharv,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10053,Clothing,Stole,Stole - Grade Premium,795.0,4,0.15,12.0,5,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,1.509433962264151,198.75,783.0,195.75,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25623,2018-04-22,2018-04-25,Same Day Delivery,IND-CUST-1022,Atharv,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10054,Clothing,Stole,Stole - Grade B,2370.0,3,0.25,828.0,3,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,34.93670886075949,790.0,1542.0,514.0,High Margin (>20%),High Discount (>20%)
B-25623,2018-04-22,2018-04-23,Same Day Delivery,IND-CUST-1022,Atharv,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10055,Clothing,Saree,Saree - Grade Premium,2235.0,4,0.1,-1044.0,1,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,-46.71140939597315,558.75,3279.0,819.75,Loss-Making (<0%),Moderate Discount (1-20%)
B-25623,2018-04-22,2018-04-26,Same Day Delivery,IND-CUST-1022,Atharv,Consumer,India,Kolkata,West Bengal,700001,East,IND-PRD-10056,Clothing,Stole,Stole - Grade B,1575.0,2,0.05,240.0,4,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,15.238095238095239,787.5,1335.0,667.5,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25624,2018-04-22,2018-04-24,Same Day Delivery,IND-CUST-1023,Vini,Consumer,India,Bangalore,Karnataka,560001,South,IND-PRD-10057,Clothing,Hankerchief,Hankerchief - Grade B,390.0,3,0.1,144.0,2,2018,4,Apr,Q2,Sunday,2018-04,2018-Q2,36.92307692307693,130.0,246.0,82.0,High Margin (>20%),Moderate Discount (1-20%)
B-25625,2018-04-23,2018-04-27,Same Day Delivery,IND-CUST-1024,Pinky,Corporate,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10058,Clothing,Hankerchief,Hankerchief - Grade Premium,1455.0,2,0.0,348.0,4,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,23.917525773195877,727.5,1107.0,553.5,High Margin (>20%),No Discount (0%)
B-25625,2018-04-23,2018-04-25,BlueDart Express,IND-CUST-1024,Pinky,Corporate,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10059,Clothing,Leggings,Leggings - Grade Premium,885.0,3,0.2,360.0,2,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,40.67796610169492,295.0,525.0,175.0,High Margin (>20%),Moderate Discount (1-20%)
B-25625,2018-04-23,2018-04-25,Standard Express,IND-CUST-1024,Pinky,Corporate,India,Kashmir,Jammu and Kashmir,400001,North,IND-PRD-10060,Clothing,Saree,Saree - Grade B,9525.0,5,0.0,-4188.0,2,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,-43.968503937007874,1905.0,13713.0,2742.6,Loss-Making (<0%),No Discount (0%)
B-25626,2018-04-23,2018-04-27,Standard Express,IND-CUST-1025,Bhishm,Consumer,India,Mumbai,Maharashtra,400001,West,IND-PRD-10061,Electronics,Phones,Phones - Grade B,690.0,1,0.05,-168.0,4,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,-24.347826086956523,690.0,858.0,858.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25626,2018-04-23,2018-04-28,India Post Parcel,IND-CUST-1025,Bhishm,Corporate,India,Mumbai,Maharashtra,400001,West,IND-PRD-10062,Furniture,Chairs,Chairs - Grade Premium,16545.0,3,0.15,-3312.0,5,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,-20.0181323662738,5515.0,19857.0,6619.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25627,2018-04-23,2018-04-25,BlueDart Express,IND-CUST-1026,Hitika,Corporate,India,Indore,Madhya Pradesh,452001,Central,IND-PRD-10063,Clothing,Stole,Stole - Grade Premium,825.0,4,0.1,-468.0,2,2018,4,Apr,Q2,Monday,2018-04,2018-Q2,-56.72727272727273,206.25,1293.0,323.25,Loss-Making (<0%),Moderate Discount (1-20%)
B-25628,2018-04-24,2018-04-26,Same Day Delivery,IND-CUST-1027,Pooja,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10064,Clothing,Skirt,Skirt - Grade Standard,675.0,4,0.05,156.0,2,2018,4,Apr,Q2,Tuesday,2018-04,2018-Q2,23.11111111111111,168.75,519.0,129.75,High Margin (>20%),Moderate Discount (1-20%)
B-25628,2018-04-24,2018-04-28,BlueDart Express,IND-CUST-1027,Pooja,Corporate,India,Patna,Bihar,400001,East,IND-PRD-10065,Clothing,Saree,Saree - Grade B,360.0,4,0.05,-108.0,4,2018,4,Apr,Q2,Tuesday,2018-04,2018-Q2,-30.0,90.0,468.0,117.0,Loss-Making (<0%),Moderate Discount (1-20%)
B-25628,2018-04-24,2018-04-26,Standard Express,IND-CUST-1027,Pooja,Consumer,India,Patna,Bihar,400001,East,IND-PRD-10066,Furniture,Furnishings,Furnishings - Grade B,525.0,2,0.2,-96.0,2,2018,4,Apr,Q2,Tuesday,2018-04,2018-Q2,-18.285714285714285,262.5,621.0,310.5,Loss-Making (<0%),Moderate Discount (1-20%)
B-25629,2018-04-24,2018-04-26,Standard Express,IND-CUST-1028,Hemant,Consumer,India,Thiruvananthapuram,Kerala,400001,Central,IND-PRD-10067,Clothing,Trousers,Trousers - Grade Standard,23400.0,3,0.05,5052.0,2,2018,4,Apr,Q2,Tuesday,2018-04,2018-Q2,21.58974358974359,7800.0,18348.0,6116.0,High Margin (>20%),Moderate Discount (1-20%)
B-25630,2018-04-24,2018-04-28,BlueDart Express,IND-CUST-1029,Sahil,Small Business,India,Chandigarh,Punjab,400001,North,IND-PRD-10068,Clothing,Stole,Stole - Grade B,1995.0,5,0.2,144.0,4,2018,4,Apr,Q2,Tuesday,2018-04,2018-Q2,7.218045112781955,399.0,1851.0,370.2,Moderate Margin (0-20%),Moderate Discount (1-20%)
B-25630,2018-04-24,2018-04-28,Standard Express,IND-CUST-1029,Sahil,Consumer,India,Chandigarh,Punjab,400001,North,IND-PRD-10069,Clothing,Kurti,Kurti - Grade A,1710.0,5,0.0,-468.0,4,2018,4,Apr,Q2,Tuesday,2018-04,2018-Q2,-27.368421052631582,342.0,2178.0,435.6,Loss-Making (<0%),No Discount (0%)
B-25630,2018-04-24,2018-04-25,Standard Express,IND-CUST-1029,Sahil,Consumer,India,Chandigarh,Punjab,400001,North,IND-PRD-10070,Electronics,Phones,Phones - Grade B,2145.0,2,0.15,-1548.0,1,2018,4,Apr,Q2,Tuesday,2018-04,2018-Q2,-72.16783216783217,1072.5,3693.0,1846.5,Loss-Making (<0%),Moderate Discount (1-20%)
